Date,ret_btc,ret_spx,vol30_btc,vol30_spx,corr90
2016-01-05,-0.0026149038936568287,0.0020102041393599396,,,
2016-01-06,-0.006631301754831982,-0.01320216300262602,,,
2016-01-07,0.06527232134918742,-0.023985816519344776,,,
2016-01-08,-0.010574244034119464,-0.010897537445847908,,,
2016-01-11,0.0009750167059737574,0.0008529082958226729,,,
2016-01-12,-0.028817166747445385,0.00777251411777486,,,
2016-01-13,-0.007646965823602343,-0.025282375077909022,,,
2016-01-14,-0.0047874381276169385,0.016558060934383972,,,
2016-01-15,-0.1664338052665779,-0.021835772698162375,,,
2016-01-19,-0.018295459016986062,0.0005316801874288286,,,
2016-01-20,0.10023896012970848,-0.011762766025898373,,,
2016-01-21,-0.024006242647881867,0.005181988635948063,,,
2016-01-22,-0.07008821442776687,0.02008072688221347,,,
2016-01-25,-0.02830197020496661,-0.015761545172821467,,,
2016-01-26,0.0010894589086653844,0.014045237830367907,,,
2016-01-27,0.007162729626808814,-0.010922922300528425,,,
2016-01-28,-0.037883344154560815,0.005513350717591524,,,
2016-01-29,-0.002145413118275195,0.024458650994556432,,,
2016-02-01,0.011563538116676307,-0.00044333484554180534,,,
2016-02-02,0.0037243945294053483,-0.01892096871823143,,,
2016-02-03,-0.012087764139591044,0.0049796200215740235,,,
2016-02-04,0.051739984040954964,0.0015255682925234377,,,
2016-02-05,-0.007846488370578815,-0.018654158276351848,,,
2016-02-08,-0.008460639214485643,-0.014255057923057347,,,
2016-02-09,0.00689017662225599,-0.0006638406467602255,,,
2016-02-10,0.014835057495084155,-0.00018896813076091644,,,
2016-02-11,-0.005241013735836203,-0.012377447329256216,,,
2016-02-12,0.012066925497952042,0.01933001520704595,,,
2016-02-16,0.018084566484096332,0.016381737741684915,,,
2016-02-17,0.021447477040665734,0.016346110625641338,0.6913030341244811,0.22875840203532546,
2016-02-18,0.014429798757375453,-0.004676632123934705,0.6934100048307223,0.22869969089502146,
2016-02-19,-0.003766753265904786,-2.60332818018429e-05,0.6933529535562466,0.2261026843423862,
2016-02-22,-0.002395809974121328,0.014350731099076084,0.6620050633075364,0.21979729174253887,
2016-02-23,-0.03963782937665178,-0.01253257757078849,0.6691402521231505,0.22055417190039597,
2016-02-24,0.00997770875420976,0.0044299600346319485,0.6705548832954246,0.22091959013233112,
2016-02-25,-0.0009675826813181336,0.011284366730450844,0.6673459678570017,0.22220930456095184,
2016-02-26,0.017761730167476383,-0.0018718653295646535,0.6707095256246791,0.2088144783164403,
2016-02-29,0.009625851196027416,-0.008154131091571704,0.6719949316888401,0.2050680403174667,
2016-03-01,-0.005898152327929521,0.023588385401618943,0.46423361267394925,0.2049515801747801,
2016-03-02,-0.0259211734527871,0.0040859498611017005,0.4675195325555627,0.20503530700645076,
